Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Fidela Thompson,1,United States,OKLAHOMA CITY,65615,shopify_payments,$595,59.513,654.643,2443,Running Shoes
Amata MacGorman,1,United States,BROOKLYN,65604,shopify_payments,$510,50.953,560.483,5405,Running Shoes
Wye Stephens,1,United States,SAINT LOUIS,65585,shopify_payments,$486,48.553,534.083,2005,Running Shoes
Florette Hurcombe,1,United States,NEW HAVEN,65568,shopify_payments,$596,59.593,655.523,1384,Cycling Shoes
Franciska Colisbe,1,United States,CHARLOTTE,65561,manual,$527,52.713,579.843,4702,Tennis Shoes
Rozelle Dunsmuir,1,United States,OGDEN,65555,shopify_payments,$556,55.593,611.523,4744,Running Shoes
Karoly Josephs,1,United States,SAN JOSE,65536,paypal,$567,56.713,623.843,5700,Tennis Shoes
Chet Whitlaw,1,United States,HAYWARD,65525,paypal,$537,53.713,590.843,4985,Running Shoes
Ardelle Pluthero,1,United States,OKLAHOMA CITY,65498,amazon_payments,$639,63.913,703.043,478,Gift Card
Sybyl Irvine,1,United States,WOBURN,65487,paypal,$572,57.193,629.123,4894,Tennis Shoes
Roxine Boner,1,United States,HOUSTON,65461,paypal,$497,49.713,546.843,6267,Running Shoes
Zonda Harvie,1,United States,CLEVELAND,65453,shopify_payments,$497,49.713,546.843,752,Running Shoes
Horten Surgeoner,1,United States,SACRAMENTO,65452,paypal,$497,49.713,546.843,4932,Tennis Shoes
Kacey Kerkham,1,United States,GRAND FORKS,65407,paypal,$635,63.513,698.643,3084,Tennis Shoes
Eveleen Rylands,1,United States,OMAHA,65402,paypal,$518,51.753,569.283,421,Tennis Shoes
Eula Paolazzi,1,United States,DAYTON,65400,paypal,$518,51.753,569.283,1321,Tennis Shoes
Rodrigo Caraher,1,United States,PITTSBURGH,65400,paypal,$517,51.713,568.843,2593,Running Shoes
Rufe Klehyn,1,United States,AUGUSTA,65397,shopify_payments,$637,63.713,700.843,53,Tennis Shoes
Lynnelle Frankel,1,United States,SAN LUIS OBISPO,65382,gift_card,$635,63.513,698.643,1477,Boots
Beryl Dryburgh,1,United States,SALT LAKE CITY,65371,shopify_payments,$507,50.713,557.843,3226,Running Shoes
Phillipp Bakes,1,United States,POMPANO BEACH,65355,paypal,$487,48.713,535.843,401,Sandals
Denys Scarisbrick,1,United States,ORLANDO,65342,shopify_payments,$497,49.713,546.843,5265,Cycling Shoes
Jenda Ballston,1,United States,CHARLOTTE,65330,gift_card,$588,58.793,646.723,5093,Tennis Shoes
Port Boice,1,United States,MIAMI,65322,paypal,$497,49.713,546.843,3385,Running Shoes
Esmeralda Moreinu,1,United States,HARTFORD,65307,shopify_payments,$532,53.193,585.123,7135,Sandals
Shawn Leverage,1,United States,SPRINGFIELD,65302,shopify_payments,$527,52.713,579.843,7030,Running Shoes
Nataline Kidney,1,United States,NEW YORK CITY,65279,gift_card,$490,49.013,539.143,2751,Running Shoes
Kennedy Summerly,1,United States,TALLAHASSEE,65278,shopify_payments,$674,67.433,741.763,3180,Tennis Shoes
Natale Greenlies,1,United States,PITTSBURGH,65258,amazon_payments,$497,49.713,546.843,6286,Climbing Shoes
Kailey Jedryka,1,United States,BETHESDA,65244,gift_card,$490,49.013,539.143,3862,Running Shoes
Nessie Outlaw,1,United States,BETHLEHEM,65239,paypal,$540,53.993,593.923,6997,Running Shoes
Lynett Mattheissen,1,United States,ALBANY,65215,manual,$537,53.713,590.843,6898,Tennis Shoes
Tristan Durrant,1,United States,RESTON,65193,shopify_payments,$518,51.753,569.283,4420,Walking Shoes
Addi Trassler,1,United States,SAN ANTONIO,65186,shopify_payments,$585,58.513,643.643,7265,Flip-Flops
Corenda Rutland,1,United States,BRIDGEPORT,65175,shopify_payments,$596,59.593,655.523,4620,Running Shoes
Kimberlyn McInnery,1,United States,ORLANDO,65163,shopify_payments,$588,58.793,646.723,4706,Walking Shoes
Tobin Portriss,1,United States,AUSTIN,65154,amazon_payments,$595,59.513,654.643,5745,Running Shoes
Fanny Mulles,1,United States,PORTLAND,65120,paypal,$585,58.513,643.643,6241,Tennis Shoes
Avril Peterkin,1,United States,PEORIA,65084,shopify_payments,$658,65.833,724.163,2146,Walking Shoes
Elston Pringer,1,United States,BOISE,65054,shopify_payments,$486,48.553,534.083,917,Walking Shoes
Clayborn Devine,1,United States,SAGINAW,65036,paypal,$541,54.113,595.243,6857,Walking Shoes
Sinclair Codling,1,United States,NORTH LAS VEGAS,65033,paypal,$518,51.753,569.283,5523,Tennis Shoes
Mikael Shirt,1,United States,INDIANAPOLIS,64989,shopify_payments,$1075,107.513,1182.643,5721,Running Shoes
Madelin Gethen,1,United States,WACO,64982,paypal,$650,65.033,715.363,4125,Running Shoes
Kari Hullah,1,United States,MIDLAND,64971,shopify_payments,$588,58.793,646.723,5139,Climbing Shoes
Salem Nardrup,1,United States,VALLEY FORGE,64928,shopify_payments,$517,51.713,568.843,5653,Walking Shoes
Gerianne Ayars,1,United States,SYRACUSE,64926,shopify_payments,$595,59.513,654.643,1858,Running Shoes
Janeczka Buyers,1,United States,ODESSA,64922,gift_card,$597,59.713,656.843,4297,Jackets
Byrom Caville,1,United States,BEAUFORT,64918,shopify_payments,$623,62.313,685.443,4193,Flip-Flops
Trevor Matthewes,1,United States,HOUSTON,64915,paypal,$595,59.513,654.643,331,Walking Shoes
Ethe Linebarger,1,United States,GREENSBORO,64907,shopify_payments,$513,51.263,563.893,1443,Tennis Shoes
Ignace Priel,1,United States,LOUISVILLE,64895,shopify_payments,$537,53.713,590.843,7019,Cycling Shoes
Tomasina Meale,1,United States,HERNDON,64840,paypal,$833,83.313,916.443,6533,Jackets
Ingrim Galbreth,1,United States,AUSTIN,64827,shopify_payments,$439,43.913,483.043,4294,Tennis Shoes
Pippy Brimacombe,1,United States,COLORADO SPRINGS,64822,gift_card,$537,53.713,590.843,5411,Running Shoes
Celesta Staples,1,United States,TYLER,64816,amazon_payments,$642,64.233,706.563,3117,Walking Shoes
Fiona Starrs,1,United States,SAN ANGELO,64806,shopify_payments,$753,75.273,828.003,6007,Running Shoes
Claire Lerner,1,United States,CANTON,64802,shopify_payments,$639,63.913,703.043,492,Gift Card
Vasilis Springthorp,1,United States,TULSA,64780,shopify_payments,$439,43.913,483.043,4462,Tennis Shoes
Patrick MacTimpany,1,United States,ROCHESTER,64761,shopify_payments,$510,50.953,560.483,695,Tennis Shoes
Kenon Elstow,1,United States,WASHINGTON,64759,paypal,$1183,118.313,1301.443,1479,Walking Shoes
Marleen Skypp,1,United States,KANSAS CITY,64750,amazon_payments,$497,49.713,546.843,3679,Walking Shoes
Elayne Footer,1,United States,ORLANDO,64729,amazon_payments,$655,65.513,720.643,6854,Walking Shoes
Paten Dreakin,1,United States,MEMPHIS,64724,gift_card,$490,49.013,539.143,2193,Running Shoes
Rickie Wadforth,1,United States,MILWAUKEE,64712,shopify_payments,$502,50.153,551.683,774,Cycling Shoes
Nahum Pessolt,1,United States,SACRAMENTO,64693,shopify_payments,$635,63.513,698.643,1970,Climbing Shoes
Leonard Ilchuk,1,United States,SEATTLE,64683,gift_card,$596,59.593,655.523,467,Cycling Shoes
Theodora Saxby,1,United States,CHARLOTTE,64674,shopify_payments,$578,57.833,636.163,3520,Running Shoes
Vi Hempel,1,United States,ROCHESTER,64674,shopify_payments,$635,63.513,698.643,6950,Cycling Shoes
Pamella Golson,1,United States,RALEIGH,64665,shopify_payments,$502,50.153,551.683,965,Walking Shoes
Ginnie Cadwallader,1,United States,CINCINNATI,64653,shopify_payments,$698,69.833,768.163,262,Running Shoes
Dmitri Rorke,1,United States,NEW ORLEANS,64652,gift_card,$622,62.213,684.343,3559,Running Shoes
Myrwyn Matthewson,1,United States,HUNTINGTON,64624,gift_card,$502,50.153,551.683,1278,Running Shoes
Aldrich Hizir,1,United States,SACRAMENTO,64622,gift_card,$518,51.753,569.283,4097,Running Shoes
Teresa Gregh,1,United States,ROANOKE,64622,shopify_payments,$539,53.913,593.043,4858,Gift Card
Carlita Danhel,1,United States,ODESSA,64583,amazon_payments,$497,49.713,546.843,1044,Walking Shoes
Georgy Nusche,1,United States,DALLAS,64547,paypal,$497,49.713,546.843,5283,Walking Shoes
Gottfried Itzhaki,1,United States,DALLAS,64517,shopify_payments,$537,53.713,590.843,4534,Running Shoes
Paul Surby,1,United States,ALHAMBRA,64511,shopify_payments,$763,76.313,839.443,2327,Tennis Shoes
Avrit Fancutt,1,United States,BILLINGS,64495,amazon_payments,$507,50.713,557.843,1086,Tennis Shoes
Wini Stenbridge,1,United States,YAKIMA,64456,shopify_payments,$518,51.753,569.283,4697,Tennis Shoes
Tiffy Medwell,1,United States,BIRMINGHAM,64430,shopify_payments,$537,53.713,590.843,3015,Running Shoes
Cathyleen Bolesworth,1,United States,TULSA,64421,gift_card,$517,51.713,568.843,1742,Running Shoes
Licha Tiernan,1,United States,ROANOKE,64420,paypal,$510,50.953,560.483,3136,Running Shoes
Anica Gensavage,1,United States,TAMPA,64415,shopify_payments,$532,53.193,585.123,6169,Cycling Shoes
Jerry Barnsdall,1,United States,FARGO,64407,amazon_payments,$572,57.193,629.123,3578,Walking Shoes
Ebeneser Laguerre,1,United States,PORTLAND,64398,shopify_payments,$486,48.553,534.083,3600,Cycling Shoes
Bernete Mustchin,1,United States,ATLANTA,64389,shopify_payments,$497,49.713,546.843,1182,Cycling Shoes
Mischa Shuttell,1,United States,NEW YORK CITY,64369,gift_card,$518,51.753,569.283,7351,Cycling Shoes
Annis Servant,1,United States,BIRMINGHAM,64364,shopify_payments,$683,68.313,751.443,267,Running Shoes
Devi Sancto,1,United States,MOBILE,64361,shopify_payments,$526,52.613,578.743,963,Walking Shoes
Lisbeth Killick,1,United States,SACRAMENTO,64345,shopify_payments,$518,51.753,569.283,3741,Running Shoes
Theodore Trubshaw,1,United States,STOCKTON,64338,gift_card,$510,50.953,560.483,590,Running Shoes
Janene Arkle,1,United States,STOCKTON,64336,gift_card,$542,54.153,595.683,1889,Jackets
Beverlie Peel,1,United States,TROY,64317,gift_card,$555,55.513,610.643,111,Cycling Shoes
Muffin Ancell,1,United States,COLUMBUS,64311,shopify_payments,$539,53.913,593.043,3571,Gift Card
Norrie Peet,1,United States,SAN FRANCISCO,64290,shopify_payments,$510,50.953,560.483,958,Cycling Shoes
Shelagh Stigers,1,United States,HOUSTON,64281,paypal,$613,61.313,674.443,3504,Sandals
Nancee Molan,1,United States,FULLERTON,64268,shopify_payments,$510,50.953,560.483,2714,Running Shoes
Bard McLagan,1,United States,JACKSONVILLE,64253,gift_card,$497,49.713,546.843,2508,Cycling Shoes
Charlton Westgarth,1,United States,TULSA,64249,shopify_payments,$483,48.263,530.893,4931,Running Shoes
Conrade Smallthwaite,1,United States,MAPLE PLAIN,64237,paypal,$548,54.793,602.723,6439,Walking Shoes
Archaimbaud Caen,1,United States,SAN ANTONIO,64229,amazon_payments,$494,49.353,542.883,2645,Climbing Shoes
Winthrop Geyton,1,United States,FRESNO,64215,gift_card,$504,50.413,554.543,87,Running Shoes
Nels Kesteven,1,United States,EL PASO,64187,gift_card,$579,57.863,636.493,696,Running Shoes
Twyla Oakeshott,1,United States,TOLEDO,64163,gift_card,$502,50.153,551.683,1410,Climbing Shoes
Jehanna Conachie,1,United States,LONG BEACH,64159,shopify_payments,$596,59.593,655.523,3453,Tennis Shoes
Lorelei Snare,1,United States,SILVER SPRING,64148,shopify_payments,$615,61.513,676.643,4307,Walking Shoes
Torin Tessier,1,United States,WILKES BARRE,64131,shopify_payments,$507,50.713,557.843,919,Tennis Shoes
Ronny Maddrell,1,United States,ATLANTA,64120,amazon_payments,$505,50.513,555.643,3606,Walking Shoes
Florina Beech,1,United States,NAPLES,64102,shopify_payments,$502,50.153,551.683,464,Running Shoes
Allys Baitey,1,United States,CINCINNATI,64100,amazon_payments,$537,53.713,590.843,2394,Walking Shoes
Hort Danson,1,United States,MAPLE PLAIN,64100,shopify_payments,$613,61.313,674.443,1117,Running Shoes
Gabriela Gotcher,1,United States,INDIANAPOLIS,64091,shopify_payments,$518,51.753,569.283,4967,Boots
Letizia Reyes,1,United States,ATLANTA,64081,shopify_payments,$510,50.953,560.483,104,Tennis Shoes
Jarvis Stockle,1,United States,LOS ANGELES,64070,paypal,$625,62.513,687.643,966,Running Shoes
Agatha Bocken,1,United States,NEW YORK CITY,64066,shopify_payments,$537,53.713,590.843,4266,Cycling Shoes
Mellie Tales,1,United States,HOUSTON,64012,shopify_payments,$527,52.713,579.843,3573,Running Shoes
Wainwright Leys,1,United States,MERRIFIELD,64012,shopify_payments,$596,59.593,655.523,5812,Tennis Shoes
Editha Grinstead,1,United States,BROOKSVILLE,63984,gift_card,$497,49.713,546.843,1701,Running Shoes
Caryl Leadbetter,1,United States,MILWAUKEE,63979,paypal,$625,62.513,687.643,1951,Tennis Shoes
Brander Freeth,1,United States,BIRMINGHAM,63938,gift_card,$517,51.713,568.843,2838,Tennis Shoes
Jae Castelain,1,United States,BATON ROUGE,63920,shopify_payments,$518,51.753,569.283,5209,Running Shoes
Alyson Dockray,1,United States,LOS ANGELES,63917,shopify_payments,$537,53.713,590.843,2771,Boots
Nikolia Dealy,1,United States,PUEBLO,63907,shopify_payments,$527,52.713,579.843,1072,Tennis Shoes
Cheri Jerrolt,1,United States,OMAHA,63906,shopify_payments,$585,58.513,643.643,6860,Tennis Shoes
Jedediah Girodier,1,United States,IRVINE,63902,paypal,$658,65.833,724.163,6288,Running Shoes
Chadwick Loweth,1,United States,NORMAN,63877,shopify_payments,$687,68.713,755.843,657,Walking Shoes
Carr Cervantes,1,United States,MILWAUKEE,63867,shopify_payments,$556,55.593,611.523,694,Walking Shoes
Rosabel Orniz,1,United States,WASHINGTON,63866,shopify_payments,$570,57.033,627.363,3541,Boots
Humphrey Osboldstone,1,United States,DENTON,63861,shopify_payments,$596,59.593,655.523,2950,Tennis Shoes
Clemens Ellins,1,United States,MOBILE,63857,amazon_payments,$613,61.313,674.443,291,Walking Shoes
Victor Baudy,1,United States,INDIANAPOLIS,63856,shopify_payments,$809,80.913,890.043,2374,Tennis Shoes
Athena O' Mahony,1,United States,SALT LAKE CITY,63826,shopify_payments,$517,51.713,568.843,5211,Climbing Shoes
Spence Rawson,1,United States,AUSTIN,63789,gift_card,$585,58.513,643.643,869,Flip-Flops
Barris Du Fray,1,United States,SACRAMENTO,63774,shopify_payments,$586,58.613,644.743,4936,Cycling Shoes
Moira Kemish,1,United States,TUCSON,63760,paypal,$518,51.753,569.283,3135,Walking Shoes
Thatch Janaszewski,1,United States,MONTICELLO,63751,gift_card,$494,49.353,542.883,5773,Running Shoes
Genvieve Bellison,1,United States,NEW YORK CITY,63689,shopify_payments,$633,63.313,696.443,626,Sandals
Si Trobe,1,United States,SAINT LOUIS,63688,shopify_payments,$486,48.553,534.083,6546,Running Shoes
Onofredo Mungan,1,United States,LEXINGTON,63683,shopify_payments,$537,53.713,590.843,3553,Tennis Shoes
Diannne Rois,1,United States,SALINAS,63652,shopify_payments,$555,55.513,610.643,5452,Tennis Shoes
Codie Kimblin,1,United States,TACOMA,63617,amazon_payments,$537,53.713,590.843,747,Walking Shoes
Wynnie Jarrard,1,United States,PITTSBURGH,63612,shopify_payments,$537,53.713,590.843,7027,Walking Shoes
Corby Tongs,1,United States,COLORADO SPRINGS,63599,paypal,$537,53.713,590.843,2623,Running Shoes
Rosemonde De Luna,1,United States,SCRANTON,63592,gift_card,$504,50.413,554.543,2706,Tennis Shoes
Hank Regglar,1,United States,FORT LAUDERDALE,63567,shopify_payments,$439,43.913,483.043,387,Tennis Shoes
Eadie Hinchcliffe,1,United States,BRADENTON,63564,shopify_payments,$537,53.713,590.843,6549,Running Shoes
Mariejeanne Bellanger,1,United States,WASHINGTON,63561,gift_card,$537,53.713,590.843,5124,Cycling Shoes
Skipp Megroff,1,United States,NORCROSS,63508,shopify_payments,$674,67.433,741.763,1714,Running Shoes
Ludovika Skeemer,1,United States,MINNEAPOLIS,63480,paypal,$537,53.713,590.843,4862,Tennis Shoes
Kelbee Robotham,1,United States,EL PASO,63452,shopify_payments,$510,50.953,560.483,6624,Running Shoes
Joshia Kehri,1,United States,RICHMOND,63451,paypal,$595,59.513,654.643,5296,Tennis Shoes
Cyndia Bertwistle,1,United States,MINNEAPOLIS,63436,shopify_payments,$497,49.713,546.843,7144,Walking Shoes
Wanda Shury,1,United States,SILVER SPRING,63398,shopify_payments,$489,48.913,538.043,2974,Tennis Shoes
Baudoin Bather,1,United States,FORT WAYNE,63323,shopify_payments,$510,50.953,560.483,3431,Cycling Shoes
Jerrine Fetherby,1,United States,ANNISTON,63278,shopify_payments,$518,51.753,569.283,2595,Cycling Shoes
Maribelle MacEllen,1,United States,GASTONIA,63277,shopify_payments,$517,51.713,568.843,3182,Running Shoes
Thia Jamson,1,United States,NEW BEDFORD,63269,gift_card,$504,50.413,554.543,1285,Running Shoes
Hillery Bartalini,1,United States,LEXINGTON,63251,gift_card,$537,53.713,590.843,3665,Running Shoes
Dulciana Saul,1,United States,SAGINAW,63242,shopify_payments,$572,57.193,629.123,6689,Climbing Shoes
Spenser Dimnage,1,United States,NASHVILLE,63238,shopify_payments,$518,51.753,569.283,1528,Climbing Shoes
Kristian Cruise,1,United States,SALT LAKE CITY,63206,gift_card,$518,51.753,569.283,4682,Running Shoes
Somerset Chasemore,1,United States,GREENSBORO,63182,shopify_payments,$683,68.313,751.443,214,Walking Shoes
Levy Fray,1,United States,SALT LAKE CITY,63179,amazon_payments,$733,73.313,806.443,2373,Climbing Shoes
Sasha Knotton,1,United States,RICHMOND,63176,shopify_payments,$537,53.713,590.843,6794,Running Shoes
Joane Bartalot,1,United States,MILWAUKEE,63152,paypal,$635,63.513,698.643,4128,Running Shoes
Stearne Hastler,1,United States,BOWIE,63149,shopify_payments,$510,50.953,560.483,1551,Cycling Shoes
Shalna Klimschak,1,United States,LANCASTER,63131,shopify_payments,$588,58.793,646.723,1266,Tennis Shoes
Amitie Goney,1,United States,SAN FRANCISCO,63117,shopify_payments,$635,63.513,698.643,7125,Running Shoes
Gayleen Meigh,1,United States,BROOKLYN,63098,paypal,$497,49.713,546.843,6696,Tennis Shoes
Addison Jandera,1,United States,SAN FRANCISCO,63097,shopify_payments,$537,53.713,590.843,2916,Boots
Arthur Cuckoo,1,United States,ROCHESTER,63089,shopify_payments,$510,50.953,560.483,6461,Cycling Shoes
Linus Arend,1,United States,OXNARD,63086,shopify_payments,$527,52.713,579.843,7251,Tennis Shoes
Boy Crowne,1,United States,PENSACOLA,63079,gift_card,$556,55.613,611.743,3711,Cycling Shoes
Clyve Beldon,1,United States,COLUMBIA,63042,shopify_payments,$537,53.713,590.843,5181,Tennis Shoes
Elianore Botger,1,United States,COLORADO SPRINGS,63032,shopify_payments,$589,58.913,648.043,3826,Gift Card
Clayborne Burdon,1,United States,PORTLAND,63018,shopify_payments,$537,53.713,590.843,764,Running Shoes
Johnette Samter,1,United States,DETROIT,63013,shopify_payments,$625,62.513,687.643,4287,Running Shoes
Corena Poor,1,United States,SAN ANTONIO,63012,gift_card,$642,64.233,706.563,6022,Cycling Shoes
Craig Joder,1,United States,MILWAUKEE,63002,shopify_payments,$439,43.913,483.043,3295,Tennis Shoes
Inesita Jarratt,1,United States,LOUISVILLE,62994,gift_card,$505,50.513,555.643,4395,Tennis Shoes
Gracie Kenningley,1,United States,FORT WAYNE,62969,shopify_payments,$673,67.273,740.003,715,Running Shoes
Woodrow Wennington,1,United States,SAN ANTONIO,62944,shopify_payments,$510,50.953,560.483,3717,Tennis Shoes
Glenn Shird,1,United States,JACKSONVILLE,62938,shopify_payments,$588,58.793,646.723,7392,Running Shoes
Wenona Pool,1,United States,WASHINGTON,62931,manual,$517,51.713,568.843,1611,Tennis Shoes
Eada Gretham,1,United States,LANSING,62925,gift_card,$518,51.753,569.283,3475,Cycling Shoes
Shirline Leng,1,United States,PITTSBURGH,62923,paypal,$478,47.813,525.943,7368,Cycling Shoes
